event,lepton_index,pid,pT,eta,phi
0,0,|,|,|,|
0,1,|,|,|,|
0,2,|,|,|,|
0,3,|,|,|,|
0,4,|,|,|,|
0,5,|,|,|,|
0,6,|,|,|,|
0,7,|,|,|,|
0,8,|,|,|,|
0,9,|,|,|,|
0,10,|,|,|,|
0,11,|,|,|,|
0,12,|,|,|,|
0,13,|,|,|,|
0,14,|,|,|,|
520,5,-11,0.178,-1.593,-2.799
520,6,11,0.003,7.331,0.925
520,7,-11,0.000,7.686,-1.407
520,8,11,0.042,1.369,-0.200
520,9,-11,0.029,2.518,0.781
521,0,13,3.083,-5.040,-3.043
521,1,-13,12.672,-1.891,1.687
521,2,-13,11.576,-0.800,0.283
521,3,13,18.367,-4.340,-2.510
522,0,11,8.924,-0.377,-0.076
522,1,-11,17.672,0.593,-0.583
522,2,11,57.314,0.422,1.651
522,3,-11,25.556,1.482,-1.368
522,4,11,0.180,-5.284,-1.465
522,5,-11,0.089,-5.230,-1.478
522,6,11,0.075,2.823,-1.775
522,7,-11,0.014,2.918,-1.774
523,0,13,19.542,-0.438,-0.523
523,1,-13,31.478,-0.268,-1.570
523,2,11,67.610,0.001,-2.030
523,3,-11,117.065,0.138,-0.952
523,4,11,0.017,-3.870,-0.507
523,5,-11,0.031,-3.874,-0.468
524,0,13,110.339,0.100,-0.885
524,1,-13,19.780,1.367,0.699
524,2,13,26.562,0.484,-0.824
524,3,-13,11.481,1.735,-0.995
524,4,11,0.045,3.199,1.979
524,5,-11,0.226,3.191,1.983
524,6,11,0.011,3.080,0.243
524,7,-11,0.016,1.146,-0.432
524,8,11,0.009,-0.547,0.928
524,9,-11,0.021,0.769,-2.804
525,0,13,31.179,-0.799,-1.243
525,1,-13,17.874,1.150,-0.482
525,2,-13,22.813,-0.602,-3.004
525,3,13,26.369,0.457,-2.528
525,4,11,0.294,-0.158,-1.469
525,5,-11,0.070,-0.161,-1.458
525,6,11,0.104,0.466,-1.398
525,7,-11,0.019,0.255,-1.328
526,0,13,15.239,-1.669,-1.933
526,1,-13,51.834,-1.250,0.144
526,2,11,45.657,-0.511,0.487
526,3,-11,20.536,-0.600,2.517
526,4,11,0.010,-5.199,-1.691
526,5,-11,0.051,-5.113,-1.635
527,0,13,14.675,-0.480,-0.582
527,1,-13,5.090,-2.689,-1.182
527,2,-11,5.851,-3.733,0.256
527,3,11,104.106,-0.964,0.262
527,4,11,1.038,0.745,-2.275
527,5,-11,0.233,0.734,-2.285
527,6,-13,0.331,1.288,-2.389
528,0,13,21.224,-0.473,2.374
528,1,-13,7.846,-0.053,-0.916
528,2,-11,35.262,-0.005,-0.040
528,3,11,90.725,-0.524,1.680
528,4,11,0.232,-3.524,1.298
528,5,-11,0.103,-3.604,1.188
528,6,11,0.007,6.337,1.423
529,0,-11,7.217,2.169,0.387
529,1,11,17.521,0.444,0.539
529,2,13,39.304,1.839,0.054
529,3,-13,23.981,-0.062,-2.793
530,0,13,3.809,2.037,-1.143
530,1,-13,19.095,0.341,1.047
530,2,13,36.050,-0.990,1.974
530,3,-13,39.490,-0.072,-2.105
530,4,11,0.009,1.965,-1.813
530,5,-11,0.029,1.970,-1.953
530,6,11,0.019,4.888,-1.790
530,7,-11,0.023,4.955,-1.755
530,8,11,0.157,7.168,-0.337
530,9,-11,0.168,7.074,-0.605
530,10,11,0.031,-6.028,-0.796
530,11,-11,0.043,-5.807,-0.352
531,0,13,26.929,2.541,-2.441
531,1,-13,58.066,1.314,0.179
531,2,13,14.654,3.171,0.049
531,3,-13,4.238,2.537,-2.630
531,4,11,0.234,3.792,-1.778
531,5,-11,0.068,3.772,-1.821
532,0,11,3.696,2.620,-1.024
532,1,-11,15.334,2.145,1.934
532,2,13,42.647,0.759,-0.203
532,3,-13,51.531,0.989,2.428
532,4,-13,0.639,-1.515,1.412
532,5,11,0.038,-2.319,-2.021
532,6,-11,0.082,-2.346,-2.250
532,7,11,0.059,-0.511,1.415
532,8,-11,0.105,-0.558,1.561
532,9,-11,0.144,-0.933,1.672
532,10,11,0.135,1.450,2.448
532,11,-11,0.070,1.489,2.460
532,12,13,3.020,-1.819,1.318
532,13,11,0.021,2.557,2.939
532,14,-11,0.044,3.880,-3.104
532,15,11,0.017,3.068,-2.623
532,16,-11,0.114,3.110,-2.535
533,0,13,32.797,0.454,1.362
533,1,-13,21.780,-0.189,0.898
533,2,11,59.248,1.046,2.159
533,3,-11,57.220,0.711,0.618
533,4,11,0.196,-5.764,1.770
533,5,-11,0.264,-5.467,1.590
533,6,13,0.328,4.158,2.010
534,0,11,17.273,-1.397,-1.409
534,1,-11,10.954,-1.116,0.660
534,2,-11,22.751,-1.788,-3.010
534,3,11,79.686,-1.842,-0.234
535,0,13,3.951,-1.833,2.443
535,1,-13,26.241,2.572,2.956
535,2,11,5.559,0.619,2.936
535,3,-11,33.468,0.796,1.865
535,4,-11,0.551,-2.262,-1.069
535,5,11,0.097,-2.616,-0.398
535,6,-11,0.512,-2.605,-0.400
536,0,11,43.558,-2.201,-2.738
536,1,-11,32.211,-0.877,-0.112
536,2,11,14.610,-0.928,0.777
536,3,-11,14.677,-1.325,2.567
537,0,11,44.023,-0.492,-1.782
537,1,-11,6.536,-0.407,1.399
537,2,-13,26.554,-0.849,1.055
537,3,13,11.153,-1.437,2.768
537,4,11,0.000,-6.617,-1.204
537,5,-11,0.078,-5.606,-0.574
537,6,11,0.055,-0.931,0.742
537,7,-11,0.074,-0.917,0.758
538,0,13,61.419,-2.225,-0.134
538,1,-13,49.124,-2.842,1.649
538,2,13,14.169,-2.269,-0.184
538,3,-13,16.430,-1.642,1.791
538,4,11,0.064,-5.922,1.021
538,5,-11,0.145,-5.932,1.039
539,0,11,80.795,1.641,2.255
539,1,-11,60.523,2.645,3.135
539,2,13,5.738,1.473,-2.479
539,3,-13,32.718,2.547,2.079
540,0,11,42.449,0.206,-2.797
540,1,-11,30.979,1.499,-0.393
540,2,-13,4.982,2.653,-2.725
540,3,13,27.835,0.975,-2.416
540,4,-13,1.598,2.174,-0.889
540,5,11,0.154,-4.856,-0.175
540,6,-11,0.011,-5.037,-0.401
541,0,11,23.529,1.447,0.461
541,1,-11,5.699,2.254,1.244
541,2,13,41.580,1.968,-1.158
541,3,-13,44.534,2.678,1.957
541,4,11,0.023,2.933,-0.055
541,5,-11,0.071,2.951,-0.014
541,6,11,0.268,-5.176,0.714
541,7,-11,0.048,-5.142,0.741
542,0,13,25.214,-0.042,2.844
542,1,-13,44.821,1.607,-0.621
542,2,-11,13.409,0.177,1.707
542,3,11,12.767,0.160,0.864
542,4,11,0.050,-5.406,-2.061
542,5,-11,0.070,-5.451,-2.111
543,0,13,34.149,-0.338,-1.166
543,1,-13,48.688,0.085,1.785
543,2,-13,12.804,1.307,-1.127
543,3,13,1.763,-2.646,-0.098
543,4,11,0.005,-5.498,-0.976
543,5,-11,0.080,-5.410,-1.110
544,0,13,45.757,0.255,2.663
544,1,-13,43.206,0.858,0.212
544,2,-11,24.895,0.476,-2.341
544,3,11,4.030,1.915,1.198
544,4,11,0.000,-5.282,1.878
544,5,-11,0.078,-4.441,2.394
544,6,-13,0.533,1.786,0.931
545,0,-13,9.440,-1.225,1.674
545,1,13,10.912,0.446,0.055
545,2,13,47.275,-0.482,2.007
545,3,-13,51.619,-0.050,-2.017
545,4,11,0.094,-3.096,0.103
545,5,-11,0.258,-3.135,0.054
546,0,11,11.953,-5.450,0.291
546,1,-11,21.873,-2.077,-2.595
546,2,-11,26.974,-2.815,-2.329
546,3,11,8.231,-3.167,-0.812
546,4,11,0.035,4.955,-1.613
546,5,-11,0.128,4.992,-1.611
546,6,-13,0.477,2.846,1.850
547,0,11,42.471,1.142,-0.919
547,1,-11,37.492,0.802,-0.812
547,2,-11,34.725,0.157,-1.395
547,3,11,159.651,0.858,-0.343
548,0,-13,49.278,0.785,1.173
548,1,13,35.882,1.741,-1.569
548,2,13,7.201,0.977,-1.443
548,3,-13,19.445,2.227,0.030
548,4,11,0.080,0.492,-0.671
548,5,-11,0.158,0.558,-0.688
548,6,11,0.075,-1.986,-1.122
548,7,-11,0.048,-2.027,-1.159
549,0,13,42.813,0.711,-0.472
549,1,-13,48.043,0.933,2.757
549,2,13,24.231,0.202,2.285
549,3,-13,8.428,0.738,-1.972
549,4,11,0.883,0.828,0.455
549,5,-11,0.047,0.816,0.457
549,6,11,0.082,1.495,2.092
549,7,-11,0.005,1.609,2.062
549,8,11,0.002,-0.113,0.535
549,9,-11,0.043,0.657,-0.095
550,0,11,12.422,1.531,-0.988
550,1,-11,4.371,3.362,0.672
550,2,11,38.102,1.536,0.299
550,3,-11,42.412,0.521,-2.730
550,4,11,0.022,1.045,-2.583
550,5,-11,0.085,1.037,-2.612
551,0,11,3.742,4.485,1.023
551,1,-11,15.334,1.950,1.400
551,2,13,37.261,2.123,0.076
551,3,-13,34.648,3.566,-2.956
551,4,11,0.057,1.043,-2.587
551,5,-11,0.162,1.256,-2.607
552,0,13,7.267,1.649,2.735
552,1,-13,26.070,0.046,0.581
552,2,13,97.742,0.758,0.511
552,3,-13,26.251,1.910,-0.375
552,4,11,0.234,0.398,-1.498
552,5,-11,0.078,0.362,-1.555
553,0,13,28.609,-1.368,-1.231
553,1,-13,19.959,-1.133,0.507
553,2,11,39.418,-1.818,2.302
553,3,-11,31.015,-2.256,-3.097
554,0,-11,12.805,-1.935,-0.134
554,1,11,12.984,-3.049,-2.591
554,2,-11,16.048,-0.173,2.671
554,3,11,9.474,-4.167,2.360
554,4,11,0.427,-3.654,-2.001
554,5,-11,0.156,-3.665,-2.008
554,6,11,0.135,-2.987,1.859
554,7,-11,0.117,-2.998,1.850
555,0,11,29.551,2.037,-2.929
555,1,-11,105.784,1.513,1.914
555,2,11,41.219,2.079,2.378
555,3,-11,6.315,0.155,1.971
555,4,11,0.173,5.550,-0.594
555,5,-11,0.142,5.549,-0.593
555,6,11,0.072,-1.882,0.130
555,7,-11,0.129,-1.888,0.122
555,8,11,0.102,-4.729,2.152
555,9,-11,0.098,-4.727,2.149
555,10,11,0.259,1.969,-0.808
555,11,-13,0.810,0.487,-0.415
556,0,13,26.194,-0.651,-0.873
556,1,-13,14.680,1.581,2.911
556,2,13,12.691,-0.387,1.780
556,3,-13,11.984,-2.059,-0.027
556,4,11,0.016,-1.521,-0.952
556,5,-11,0.006,-1.621,-0.938
557,0,-13,17.058,2.625,-1.748
557,1,13,15.845,2.189,1.149
557,2,-13,37.866,3.109,0.952
557,3,13,42.043,2.267,-1.738
557,4,11,0.404,2.648,2.812
557,5,-11,0.250,2.624,2.859
558,0,-11,39.623,1.931,0.253
558,1,11,46.780,2.055,-3.077
558,2,13,1.250,-0.237,-0.170
558,3,-13,27.435,2.446,2.939
558,4,-13,0.394,1.693,-3.114
558,5,11,0.231,0.652,-0.412
558,6,-11,0.030,0.635,-0.431
558,7,-11,0.966,-0.033,-0.991
559,0,13,2.412,2.491,-1.841
559,1,-13,11.149,0.303,1.597
559,2,11,48.563,-0.451,-2.400
559,3,-11,49.597,1.055,-1.575
559,4,11,0.024,-4.595,-0.440
559,5,-11,0.207,-4.699,-0.503
559,6,11,0.222,-2.381,-1.146
559,7,-11,0.186,-2.389,-1.036
560,0,-11,5.358,3.287,-2.417
560,1,11,22.781,2.835,2.532
560,2,13,42.905,1.849,0.365
560,3,-13,34.742,3.047,-2.549
560,4,11,0.015,-0.651,0.897
560,5,-11,0.025,-0.950,1.540
560,6,-13,4.671,2.475,2.203
560,7,11,0.068,-2.363,2.115
560,8,-11,0.012,-3.575,-2.562
560,9,11,0.065,1.379,0.635
560,10,-11,0.055,1.474,0.537
560,11,-13,2.616,2.401,1.291
561,0,13,21.209,3.621,-2.666
561,1,-13,25.414,1.085,0.267
561,2,13,16.375,1.789,1.925
561,3,-13,13.175,1.325,-1.563
562,0,-11,10.234,-1.962,-2.310
562,1,11,20.114,1.693,0.770
562,2,11,2.781,-0.892,2.185
562,3,-11,15.767,1.577,0.863
562,4,11,0.332,-3.748,-0.180
562,5,-11,0.309,-3.821,-0.136
563,0,11,8.527,-3.660,0.890
563,1,-11,8.156,0.217,3.105
563,2,13,14.265,-2.877,2.220
563,3,-13,20.705,-2.881,0.939
563,4,11,0.060,3.415,0.463
563,5,-11,0.232,3.572,0.423
563,6,11,0.423,0.734,2.751
563,7,-11,0.018,0.646,2.722
563,8,11,0.462,-0.708,-0.703
563,9,-11,0.117,-0.753,-0.873
564,0,-11,44.599,3.581,-2.870
564,1,11,40.674,3.394,0.401
564,2,-11,7.108,1.285,-0.208
564,3,11,7.231,2.581,1.607
564,4,11,0.124,-2.452,0.276
564,5,-11,0.159,-2.451,0.272
564,6,11,0.201,-6.459,0.961
564,7,-11,0.022,-6.390,0.782
564,8,11,0.012,-1.924,2.997
564,9,-11,0.019,-2.004,3.096
564,10,11,0.047,3.635,3.075
564,11,-11,0.131,3.625,2.842
565,0,11,9.160,3.971,2.293
565,1,-11,18.481,3.112,-2.289
565,2,-13,5.877,4.043,0.934
565,3,13,18.159,1.548,1.885
566,0,13,36.365,0.180,0.879
566,1,-13,9.122,1.343,-2.559
566,2,11,76.823,-0.118,1.260
566,3,-11,13.608,-0.673,-1.112
566,4,11,0.237,-1.342,-2.140
566,5,-11,0.015,-1.360,-2.082
566,6,13,4.932,0.372,-0.980
566,7,-11,0.446,0.301,-2.047
566,8,11,1.195,1.036,-0.338
566,9,11,0.097,-2.236,0.348
566,10,-11,0.084,-2.228,0.351
567,0,13,85.859,3.320,-0.727
567,1,-13,22.284,2.535,2.240
567,2,-13,9.972,3.713,1.490
567,3,13,15.075,3.506,-1.775
567,4,11,0.003,-4.189,2.180
567,5,-11,0.012,-4.971,2.309
568,0,11,28.834,-1.344,-1.748
568,1,-11,27.547,-2.626,-0.681
568,2,-13,28.500,-2.846,-0.282
568,3,13,25.590,-3.409,0.675
568,4,11,0.049,-2.565,-1.530
568,5,-11,0.008,-2.547,-1.569
569,0,-11,23.081,-1.573,2.753
569,1,11,18.402,1.231,-1.030
569,2,13,4.202,-1.701,0.120
569,3,-13,27.329,-0.230,1.437
569,4,11,0.009,4.042,-1.227
569,5,-11,0.272,3.483,-0.587
569,6,11,0.101,2.105,0.379
569,7,-11,0.076,2.212,0.442
570,0,11,65.609,0.089,-2.584
570,1,-11,123.243,0.875,-3.037
570,2,-13,1.221,-2.065,0.282
570,3,13,34.003,0.779,3.015
570,4,11,0.129,2.126,2.662
570,5,-11,0.012,2.777,-2.533
571,0,11,7.966,-2.128,-1.279
571,1,-11,14.866,-0.485,0.991
571,2,-11,47.184,-1.196,2.396
571,3,11,24.322,0.323,-0.368
571,4,11,0.028,4.301,-0.295
571,5,-11,0.003,4.721,-1.612
572,0,-13,21.402,-0.464,-2.708
572,1,13,29.316,-0.106,1.717
572,2,11,41.486,0.108,-2.512
572,3,-11,11.537,2.095,2.250
573,0,13,15.910,-1.740,-0.412
573,1,-13,10.759,0.822,1.955
573,2,11,45.973,-1.421,1.818
573,3,-11,3.568,1.896,2.966
573,4,11,0.050,-5.397,-3.068
573,5,-11,0.075,-5.390,-2.998
573,6,11,1.226,3.689,-1.758
573,7,-11,0.037,3.555,-1.714
574,0,13,27.085,-1.349,-1.364
574,1,-13,9.313,-0.914,1.414
574,2,13,63.522,-1.843,0.566
574,3,-13,24.938,-0.402,-0.928
574,4,11,0.033,-0.580,1.838
574,5,-11,0.039,-0.638,1.923
574,6,11,0.251,1.339,0.703
574,7,-11,0.075,1.283,0.741
574,8,11,0.038,5.251,-2.381
574,9,-11,0.205,5.352,-2.337
575,0,13,19.130,-0.044,-0.565
575,1,-13,62.209,-1.838,-2.534
575,2,13,18.604,-1.309,2.079
575,3,-13,13.741,-1.523,-1.779
575,4,11,0.004,-0.212,1.733
575,5,-11,0.081,-0.872,1.505
576,0,11,13.476,2.828,-1.623
576,1,-11,3.797,5.205,2.946
576,2,-13,1.092,-0.115,1.289
576,3,13,9.813,5.153,-3.013
576,4,11,0.446,-0.765,1.544
576,5,-11,0.137,-0.769,1.556
577,0,11,3.237,-1.447,-0.935
577,1,-11,25.009,0.800,2.229
577,2,13,22.986,0.949,-2.946
577,3,-13,56.685,0.184,0.649
577,4,11,0.006,0.673,-1.938
577,5,-11,0.073,0.688,-1.685
577,6,11,0.038,-4.011,-2.061
577,7,-11,0.150,-2.842,-0.643
577,8,11,0.059,-6.479,1.927
577,9,-11,0.044,-6.488,1.942
578,0,13,21.236,1.515,-0.379
578,1,-13,11.463,2.272,2.748
578,2,13,35.148,1.965,0.464
578,3,-13,38.285,0.692,-2.359
578,4,11,0.050,-0.760,-2.467
578,5,-11,0.015,-0.732,-2.505
578,6,11,0.100,-2.032,0.220
578,7,-11,0.043,-2.039,0.021
579,0,11,43.363,-0.199,0.167
579,1,-11,50.340,0.337,2.670
579,2,13,0.264,0.950,0.432
579,3,-13,25.457,0.861,0.397
579,4,11,0.002,-0.668,1.683
579,5,-11,0.105,-0.074,2.404
580,0,13,12.940,-0.981,1.496
580,1,-13,24.607,-1.213,-2.413
580,2,13,74.625,-0.827,2.841
580,3,-13,47.852,-0.854,-1.774
580,4,11,0.116,-2.045,-1.718
580,5,-11,0.112,-2.006,-1.716
581,0,11,8.554,0.334,2.299
581,1,-11,8.518,-0.004,-0.577
581,2,13,55.719,1.592,-0.368
581,3,-13,37.393,1.558,2.810
581,4,11,0.294,-3.449,1.778
581,5,-11,1.121,-3.451,1.781
581,6,11,0.140,-0.938,2.230
581,7,-11,0.059,-0.945,2.217
582,0,13,18.647,1.084,3.042
582,1,-13,14.685,0.921,-0.386
582,2,11,34.949,0.420,-1.683
582,3,-11,48.095,1.344,1.510
582,4,11,0.532,-1.433,1.929
582,5,-11,0.106,-1.440,1.917
582,6,11,0.112,-5.737,-0.642
582,7,-11,0.024,-4.692,0.835
583,0,-11,4.710,-0.429,0.035
583,1,11,18.968,-1.793,-2.511
583,2,-13,29.265,-2.334,0.175
583,3,13,55.138,-1.106,2.399
583,4,11,0.036,-0.505,1.984
583,5,-11,0.044,-0.202,2.045
583,6,-13,1.197,-1.169,-2.603
583,7,11,0.014,-2.674,-1.280
583,8,-11,0.077,-2.329,-1.412
583,9,11,0.048,6.366,2.207
583,10,-11,0.070,5.736,2.483
584,0,-11,21.395,-0.957,-2.255
584,1,11,122.649,-2.322,3.097
584,2,13,10.198,-1.226,1.967
584,3,-13,28.577,-1.529,-3.138
584,4,11,0.007,-2.497,1.139
584,5,-11,0.022,-2.479,1.279
584,6,11,0.777,-1.531,0.352
584,7,-11,0.301,-1.571,0.340
585,0,-11,39.359,-1.345,1.707
585,1,11,51.751,-1.465,-1.595
585,2,13,5.262,-0.471,-1.231
585,3,-13,21.393,-0.738,1.558
585,4,11,0.131,5.728,2.556
585,5,-11,0.044,6.079,3.036
586,0,13,36.358,0.411,0.144
586,1,-13,28.929,-1.335,3.056
586,2,-13,9.487,-0.276,-2.930
586,3,13,8.123,1.503,-3.020
587,0,13,15.047,0.773,2.361
587,1,-13,16.757,0.730,-0.042
587,2,-13,42.668,0.167,1.357
587,3,13,47.553,0.314,-1.983
587,4,11,0.073,-1.625,-0.722
587,5,-11,0.073,-1.614,-0.727
587,6,11,0.730,-4.641,-0.194
587,7,-11,0.144,-4.577,-0.147
587,8,11,0.280,-0.985,1.209
587,9,-11,0.090,-0.997,1.186
588,0,-11,47.539,-2.656,2.478
588,1,11,33.601,-1.478,-1.186
588,2,13,10.830,-2.799,-0.391
588,3,-13,22.122,-2.410,-2.609
588,4,11,0.021,3.963,2.531
588,5,-11,0.003,3.425,3.049
589,0,13,42.153,1.032,1.539
589,1,-13,44.353,0.444,-1.476
589,2,-11,19.720,0.858,2.161
589,3,11,11.395,1.031,-1.568
590,0,13,53.051,-0.390,0.877
590,1,-13,28.987,0.676,-2.215
590,2,13,7.104,-0.527,2.522
590,3,-13,10.788,-1.629,-2.593
590,4,11,0.157,-1.968,2.757
590,5,-11,0.158,-1.965,2.769
591,0,11,54.629,-1.511,-1.759
591,1,-11,19.383,-1.953,2.470
591,2,13,8.301,-2.643,1.462
591,3,-13,31.589,-1.129,-0.883
591,4,11,0.955,2.546,2.234
591,5,-11,0.059,3.420,-3.058
591,6,11,0.056,-3.822,-2.911
591,7,-11,0.005,-3.360,3.051
591,8,11,0.097,-1.747,0.778
591,9,-11,0.025,-1.942,0.681
592,0,11,33.342,-1.516,-0.561
592,1,-11,64.290,-1.134,2.802
592,2,13,25.208,-1.510,-2.576
592,3,-13,13.084,-1.405,-1.613
592,4,11,0.388,6.069,-0.186
592,5,-11,0.099,6.084,-0.180
593,0,-13,37.328,1.136,2.392
593,1,13,52.157,1.668,-0.727
593,2,11,13.633,2.358,0.354
593,3,-11,14.301,1.363,2.293
594,0,-13,5.984,-3.066,-2.329
594,1,13,7.731,-0.858,2.366
594,2,13,37.402,-1.267,1.023
594,3,-13,59.146,-1.668,-1.335
595,0,13,9.404,-1.674,2.058
595,1,-13,23.879,-2.129,-2.354
595,2,11,57.178,-1.419,1.465
595,3,-11,34.312,-1.933,-2.069
595,4,11,0.008,0.393,0.001
595,5,-11,0.002,-3.675,-0.921
596,0,11,29.620,-2.418,-0.544
596,1,-11,35.188,-2.410,0.204
596,2,13,27.800,-1.696,-1.414
596,3,-13,20.216,-3.780,1.559
596,4,11,0.002,-5.060,0.586
596,5,-11,0.006,-3.743,0.160
597,0,11,6.087,1.596,2.033
597,1,-11,26.853,0.444,-0.792
597,2,11,28.774,-1.011,1.644
597,3,-11,21.983,-0.330,-2.000
597,4,11,0.019,-0.387,1.319
597,5,-11,0.084,-0.624,1.449
597,6,11,0.111,4.370,-0.442
597,7,-11,0.002,5.410,0.479
598,0,-11,22.440,-0.928,-1.013
598,1,11,15.412,-0.605,0.046
598,2,13,26.517,-2.026,-1.786
598,3,-13,30.498,-0.110,2.027
598,4,11,0.029,-5.443,-2.487
598,5,-11,0.008,-5.599,-2.523
599,0,13,86.422,-0.371,2.858
599,1,-13,24.931,-0.412,-0.550
599,2,-11,13.458,0.426,2.480
599,3,11,15.769,-1.060,1.616
599,4,13,0.583,0.198,-0.562
599,5,-13,1.073,0.484,-0.927
599,6,11,0.435,-3.561,1.841
599,7,-11,0.097,-3.620,1.774
599,8,11,0.179,-0.431,-2.689
599,9,-11,0.261,-0.404,-2.721
599,10,11,0.113,-0.559,-1.710
599,11,-11,0.116,-0.555,-1.671
600,0,13,33.262,-0.054,2.116
600,1,-13,21.770,2.211,-0.225
600,2,13,27.020,1.405,1.909
600,3,-13,10.697,1.741,0.765
600,4,11,0.034,-0.347,2.014
600,5,-11,0.300,-0.120,1.936
600,6,11,0.284,-1.325,2.738
600,7,-11,0.180,-1.349,2.738
601,0,-13,9.985,4.198,-0.501
601,1,13,25.331,3.879,1.440
601,2,11,40.390,4.267,-1.539
601,3,-11,48.514,3.718,1.804
601,4,11,0.819,0.004,-2.004
601,5,-11,0.148,0.025,-2.123
602,0,11,10.397,-0.411,2.471
602,1,-11,17.291,-0.314,-1.443
602,2,13,38.874,-0.578,-0.591
602,3,-13,41.560,-1.182,2.323
602,4,11,0.136,3.958,1.512
602,5,-11,0.066,3.947,1.522
602,6,11,0.010,3.038,-2.828
602,7,-11,0.066,2.563,-3.077
602,8,11,0.066,6.051,-2.119
602,9,-11,0.148,6.134,-2.102
603,0,11,16.962,-2.341,2.960
603,1,-11,16.665,-2.391,0.681
603,2,11,45.481,-2.835,-1.159
603,3,-11,42.798,-2.292,2.247
604,0,-11,34.792,-0.913,1.283
604,1,11,2.839,-0.722,2.086
604,2,13,6.559,-0.176,0.215
604,3,-13,67.958,-2.056,2.823
604,4,-11,0.035,2.152,1.534
604,5,11,0.057,-6.442,1.598
604,6,-11,0.014,-4.964,1.537
604,7,-13,0.650,-1.663,-0.834
604,8,11,0.018,-4.488,2.372
604,9,-11,0.039,-4.409,2.212
605,0,-11,4.459,1.693,-1.068
605,1,11,20.189,0.238,-2.795
605,2,13,40.562,1.697,0.678
605,3,-13,29.311,0.071,-3.010
605,4,11,1.066,-0.594,0.441
605,5,-11,0.383,-0.592,0.434
605,6,11,0.105,-2.619,-0.424
605,7,-11,0.129,-2.594,-0.441
605,8,11,0.021,-2.949,-1.128
605,9,-11,0.070,-2.960,-1.150
606,0,13,35.562,-0.705,-0.850
606,1,-13,56.701,-0.714,2.429
606,2,13,12.874,-1.712,-0.714
606,3,-13,13.581,-0.585,0.163
606,4,11,0.279,-1.042,1.937
606,5,-11,0.034,-1.156,1.968
606,6,11,0.019,1.465,-1.124
606,7,-11,0.080,1.283,-1.081
607,0,13,39.342,-1.664,1.385
607,1,-13,30.459,0.543,0.997
607,2,13,6.089,-0.831,1.118
607,3,-13,50.438,-0.616,1.823
607,4,-11,0.655,1.737,-0.039
607,5,11,3.671,-2.186,-1.770
607,6,-11,0.035,-2.205,-1.787
607,7,11,0.033,4.159,-1.441
607,8,-11,0.092,4.121,-1.449
607,9,11,0.371,5.126,2.532
607,10,-11,0.032,5.119,2.540
608,0,-13,29.179,-2.944,1.472
608,1,13,36.398,-1.931,-2.070
608,2,11,33.609,-2.208,-0.527
608,3,-11,17.492,-1.957,-2.813
608,4,11,0.013,-2.644,-2.696
608,5,-11,0.040,-2.627,-2.689
609,0,13,49.139,0.005,2.129
609,1,-13,41.744,0.120,-1.290
609,2,13,14.444,0.449,0.222
609,3,-13,13.578,-0.866,2.648
609,4,13,0.042,3.560,3.068
610,0,-11,16.336,-0.476,2.794
610,1,11,16.616,-0.167,0.295
610,2,11,61.006,0.068,0.466
610,3,-11,33.208,-0.172,-2.729
610,4,11,0.059,4.164,-2.063
610,5,11,0.240,-2.073,-0.321
610,6,-11,0.143,-2.077,-0.326
610,7,-11,1.221,0.685,-2.138
610,8,11,0.123,0.993,-0.898
610,9,-11,0.585,0.978,-0.910
611,0,-11,17.840,0.728,-3.052
611,1,11,13.259,0.756,1.438
611,2,13,45.992,-0.029,-0.244
611,3,-13,41.789,0.749,-2.504
611,4,11,1.050,-3.723,-2.190
611,5,11,0.136,-5.664,-3.135
611,6,-11,0.264,-5.691,-3.116
611,7,11,0.008,-1.251,0.453
611,8,-11,0.049,0.514,2.286
611,9,11,0.121,0.047,0.916
611,10,-11,0.063,0.118,0.786
611,11,-13,2.784,-0.822,-2.818
612,0,11,16.639,3.022,-2.185
612,1,-11,2.145,5.869,-1.768
612,2,-13,46.006,3.264,1.733
612,3,13,41.400,4.138,-0.688
612,4,11,0.059,0.564,0.429
612,5,-11,0.071,0.570,0.424
613,0,11,42.754,-0.342,-0.320
613,1,-11,41.313,-0.046,2.580
613,2,-11,18.588,-0.656,-2.003
613,3,11,21.675,-0.337,-0.089
613,4,11,1.220,-5.462,-1.383
613,5,-11,0.162,-5.501,-1.391
613,6,11,0.087,4.488,0.992
613,7,-11,0.086,4.483,1.017
613,8,11,0.320,-1.220,-1.473
613,9,-11,0.087,-1.452,-1.075
613,10,11,0.489,2.054,0.980
613,11,-11,0.072,1.992,0.960
614,0,-11,29.315,3.579,2.100
614,1,11,41.690,2.062,-1.386
614,2,11,22.365,2.369,1.840
614,3,-11,8.809,2.372,-1.600
614,4,11,0.012,-1.126,1.642
614,5,-11,0.004,-1.219,1.298
614,6,11,0.101,3.599,-1.205
614,7,-11,0.006,2.921,1.232
615,0,13,13.616,1.062,-1.921
615,1,-13,13.416,0.549,2.211
615,2,-11,56.537,0.834,1.987
615,3,11,41.462,1.134,-0.651
616,0,13,38.956,2.311,-2.659
616,1,-13,57.462,1.995,0.042
616,2,-11,0.918,-0.307,2.195
616,3,11,9.207,3.810,-2.034
616,4,11,0.061,2.815,-1.823
616,5,-11,0.010,2.913,-1.566
617,0,13,26.497,0.305,-1.600
617,1,-13,9.863,-0.355,0.537
617,2,13,27.624,-0.391,-1.481
