event,lepton_index,pid,pT,eta,phi
0,0,|,|,|,|
0,1,|,|,|,|
0,2,|,|,|,|
0,3,|,|,|,|
0,4,|,|,|,|
0,5,|,|,|,|
0,6,|,|,|,|
0,7,|,|,|,|
0,8,|,|,|,|
0,9,|,|,|,|
0,10,|,|,|,|
0,11,|,|,|,|
0,12,|,|,|,|
0,13,|,|,|,|
0,14,|,|,|,|
103,5,-11,0.080,2.190,-1.164
104,0,-11,14.660,-1.132,-0.308
104,1,11,30.569,-1.502,1.543
104,2,13,35.514,-0.819,-1.673
104,3,-13,16.982,-2.807,1.921
105,0,13,44.796,-2.047,-1.133
105,1,-13,39.476,-1.681,1.786
105,2,11,2.154,-3.521,0.874
105,3,-11,36.487,-1.808,1.777
105,4,-11,0.554,-0.080,1.745
106,0,13,13.899,0.421,1.710
106,1,-13,21.564,3.891,-0.673
106,2,-11,0.331,3.697,-0.634
106,3,11,0.013,3.740,-0.565
106,4,11,6.827,3.630,-0.520
106,5,-11,12.330,2.082,-1.533
106,6,11,0.048,3.894,0.019
106,7,-11,0.075,4.068,0.050
107,0,11,9.344,1.010,1.927
107,1,-11,13.192,0.789,0.079
107,2,13,12.812,2.373,2.573
107,3,-13,10.981,-1.741,-2.823
107,4,11,0.352,-1.962,0.371
107,5,-11,0.360,-1.968,0.388
107,6,11,0.195,-0.410,3.051
107,7,-11,0.142,-0.205,-2.977
107,8,13,1.825,2.309,-0.321
107,9,11,0.041,-6.276,2.092
107,10,-11,0.022,-6.733,2.327
108,0,11,23.883,0.520,1.262
108,1,-11,8.223,0.447,-1.452
108,2,13,21.823,2.206,0.575
108,3,-13,33.144,0.001,-2.030
108,4,11,0.172,2.664,1.365
108,5,-11,2.095,2.648,1.378
108,6,11,0.193,-1.535,-2.991
108,7,-11,0.026,-1.551,-2.968
109,0,-13,32.236,1.504,-2.251
109,1,13,36.476,0.323,0.982
109,2,11,9.369,1.488,-2.786
109,3,-11,33.979,0.545,-0.896
110,0,-13,58.323,-0.368,-0.297
110,1,13,44.232,-0.889,-2.210
110,2,-11,6.067,-2.002,-0.557
110,3,11,17.968,-0.903,-0.042
110,4,11,0.064,0.222,-1.375
110,5,-11,0.117,0.288,-1.408
110,6,11,0.215,0.259,1.464
110,7,-11,0.046,0.254,1.466
111,0,13,11.474,-0.683,-3.099
111,1,-13,13.256,0.385,1.313
111,2,13,38.636,-0.815,-2.312
111,3,-13,29.368,0.943,-0.091
111,4,11,0.019,-1.882,-2.804
111,5,-11,0.160,-1.873,-2.705
111,6,11,0.132,0.145,0.557
111,7,-11,0.020,0.422,0.312
111,8,11,0.073,-4.204,-2.200
111,9,-11,0.090,-4.215,-2.210
111,10,11,0.057,-1.323,2.729
111,11,-11,0.001,-1.107,2.886
112,0,13,43.587,2.258,-1.666
112,1,-13,68.140,2.388,0.312
112,2,-11,3.355,0.935,2.307
112,3,11,18.140,2.210,1.676
112,4,11,0.046,-3.053,-1.573
112,5,-11,0.066,-3.050,-1.576
113,0,13,9.807,-1.141,-0.390
113,1,-13,27.051,-0.356,-2.942
113,2,-13,66.300,-0.392,-2.935
113,3,13,28.900,-0.973,0.011
114,0,13,18.761,-1.804,2.927
114,1,-13,65.832,-1.834,-1.419
114,2,-13,15.543,-1.455,-2.625
114,3,13,22.779,-1.332,1.374
114,4,11,0.157,-2.328,0.915
114,5,-11,0.124,-2.482,0.519
114,6,11,0.095,-3.398,-2.325
114,7,-11,0.087,-3.353,-2.305
115,0,13,8.507,0.592,0.390
115,1,-13,25.875,0.795,-2.518
115,2,-11,16.683,-0.215,1.193
115,3,11,76.311,1.235,-1.314
115,4,11,0.302,2.042,-1.186
115,5,-11,0.013,1.628,-1.611
115,6,11,0.039,0.616,-2.695
115,7,-11,0.016,0.790,-2.800
116,0,11,40.707,-3.122,-1.609
116,1,-11,33.999,-2.392,1.751
116,2,13,13.895,-1.406,-0.486
116,3,-13,8.355,-0.900,-2.009
117,0,13,48.414,-1.656,-2.647
117,1,-13,40.152,-1.170,0.606
117,2,13,17.526,-0.772,-3.079
117,3,-13,13.533,-1.089,-0.266
117,4,11,0.031,-3.090,0.330
117,5,-11,0.006,-2.870,0.262
118,0,-13,66.578,-1.057,-3.116
118,1,13,15.324,-0.147,1.134
118,2,11,6.087,1.200,-0.087
118,3,-11,57.399,-0.451,2.873
118,4,11,0.158,1.726,-0.572
118,5,-11,0.074,1.674,-0.607
119,0,-13,71.947,-1.110,-0.777
119,1,13,29.762,-1.241,2.799
119,2,13,12.791,-1.082,3.075
119,3,-13,23.493,-1.265,-0.476
119,4,11,3.579,-0.590,2.895
119,5,-11,0.537,-0.590,2.889
119,6,11,1.083,-0.580,2.871
119,7,-11,0.320,-0.580,2.874
119,8,11,0.051,1.518,1.494
119,9,-11,1.043,1.537,1.553
120,0,13,44.778,-1.142,0.053
120,1,-13,22.140,-1.650,0.564
120,2,11,24.411,-1.424,-2.902
120,3,-11,39.791,-2.199,1.187
121,0,11,19.037,1.112,-1.042
121,1,-11,49.129,1.393,0.115
121,2,13,17.978,0.244,-2.130
121,3,-13,82.386,1.661,-0.244
121,4,11,1.347,-3.976,2.198
121,5,11,0.518,1.762,1.321
121,6,-11,0.161,1.756,1.316
121,7,-11,1.386,0.345,-0.904
121,8,11,0.896,0.932,-2.181
121,9,11,0.009,4.759,0.939
121,10,-11,0.187,4.776,0.902
121,11,11,0.809,-1.407,2.828
121,12,-11,0.037,-1.305,2.678
122,0,11,32.486,0.349,0.422
122,1,-11,40.233,1.537,-2.928
122,2,11,3.109,0.482,-0.163
122,3,-11,30.192,1.715,2.735
122,4,13,0.414,1.658,-1.156
122,5,11,0.020,-0.435,0.532
122,6,-11,0.043,-0.075,-0.014
122,7,-13,0.858,-2.922,-1.096
123,0,11,15.577,-1.006,-2.547
123,1,-11,22.280,2.048,-0.372
123,2,13,5.763,-0.366,2.506
123,3,-13,10.897,2.239,1.612
123,4,11,0.038,-0.605,1.131
123,5,-11,0.659,-0.696,0.831
123,6,11,0.218,-2.151,1.245
123,7,-11,0.194,-2.197,0.962
124,0,-11,23.510,-0.883,2.827
124,1,11,7.299,0.048,-1.799
124,2,11,16.806,1.465,-0.238
124,3,-11,9.703,-2.394,2.387
124,4,11,0.030,3.950,0.574
124,5,-11,0.013,3.987,1.257
125,0,-11,17.244,-0.959,-1.696
125,1,11,4.563,0.349,0.248
125,2,-11,11.416,-2.732,-1.630
125,3,11,62.309,-0.500,1.938
126,0,11,76.673,-0.404,-2.704
126,1,-11,19.795,-1.065,3.014
126,2,11,151.889,-0.316,-2.679
126,3,-11,30.110,-1.536,-2.926
127,0,11,122.483,0.751,2.974
127,1,-11,269.624,0.615,-2.844
127,2,11,104.537,0.762,-2.712
127,3,-11,31.423,0.825,-3.073
127,4,11,0.546,-4.224,-0.485
127,5,11,3.169,1.763,0.104
127,6,-11,0.411,1.763,0.101
128,0,13,12.223,-0.230,-0.043
128,1,-13,70.873,-2.569,-1.150
128,2,11,3.576,-0.178,-2.345
128,3,-11,37.710,-1.879,-0.618
128,4,11,0.434,0.799,0.297
128,5,-11,0.002,1.058,0.696
128,6,11,0.149,-0.366,-1.748
128,7,-11,0.003,-1.146,-1.161
128,8,11,0.060,-1.916,3.135
128,9,-11,0.037,-1.895,3.116
129,0,-13,27.268,-0.348,1.690
129,1,13,30.537,-1.994,-2.688
129,2,-13,4.147,-0.920,0.141
129,3,13,29.271,-0.655,2.898
129,4,11,0.019,-5.599,1.475
129,5,-11,0.185,-5.577,1.575
129,6,11,0.231,4.827,-0.348
129,7,-11,0.256,4.816,-0.348
129,8,11,0.075,4.909,2.318
129,9,-11,0.182,4.917,2.319
130,0,13,76.394,1.002,-0.881
130,1,-13,39.558,1.967,0.530
130,2,-11,19.318,1.418,-1.675
130,3,11,6.284,2.888,0.230
130,4,11,0.033,-1.468,-0.279
130,5,-11,0.150,-1.476,-0.265
130,6,11,0.013,6.355,-2.698
130,7,-11,0.061,5.783,-2.416
131,0,-13,24.888,0.032,2.783
131,1,13,5.082,0.361,1.242
131,2,-11,5.806,-3.151,1.663
131,3,11,28.810,0.578,-1.311
132,0,-11,21.666,-2.285,-2.712
132,1,11,15.912,-1.202,1.008
132,2,11,27.650,-3.453,-1.416
132,3,-11,24.922,-3.220,1.255
133,0,11,36.564,0.429,0.087
133,1,-11,48.729,1.193,2.917
133,2,11,7.160,0.942,-0.077
133,3,-11,26.376,1.213,-1.963
134,0,13,31.198,-2.115,0.129
134,1,-13,67.793,-1.830,-2.878
134,2,13,3.636,0.204,0.319
134,3,-13,18.727,-2.285,3.096
134,4,11,0.139,4.241,2.619
134,5,-11,0.024,3.921,2.243
135,0,13,15.414,0.615,2.235
135,1,-13,3.901,3.244,0.598
135,2,13,46.898,1.746,-2.713
135,3,-13,43.405,1.423,0.166
136,0,13,36.198,1.875,-3.038
136,1,-13,33.524,3.342,-0.091
136,2,13,20.809,2.172,-1.759
136,3,-13,20.357,2.992,-1.929
136,4,11,0.322,3.113,2.421
136,5,-11,0.302,3.221,2.315
137,0,11,42.157,-2.458,-0.277
137,1,-11,23.948,-0.882,2.745
137,2,13,22.777,-2.449,-1.130
137,3,-13,15.887,-2.152,1.548
137,4,11,0.268,-5.814,0.016
137,5,-11,0.121,-5.970,1.143
137,6,13,0.235,1.987,-2.787
137,7,11,0.078,-3.787,0.111
137,8,-11,0.106,-3.823,0.092
138,0,-11,6.770,-0.654,-2.581
138,1,11,25.055,0.728,-1.121
138,2,13,34.673,0.062,1.945
138,3,-13,61.568,0.330,-0.888
138,4,11,0.134,-0.785,1.410
138,5,-11,0.064,-0.812,1.401
139,0,13,21.131,2.536,-2.821
139,1,-13,97.731,2.840,0.426
139,2,-11,25.538,2.144,-0.210
139,3,11,9.928,2.460,-1.189
139,4,11,0.125,3.278,-0.052
139,5,-11,0.903,3.457,-0.010
140,0,13,16.372,1.695,2.700
140,1,-13,13.282,1.202,-1.070
140,2,13,27.069,2.612,1.878
140,3,-13,31.545,3.243,-1.237
141,0,-13,20.841,1.795,-2.299
141,1,13,13.618,-1.557,1.967
141,2,13,6.527,-1.237,0.153
141,3,-13,15.168,0.594,0.180
141,4,11,0.122,3.130,0.711
141,5,-11,0.086,3.136,0.736
141,6,11,0.055,-5.643,2.834
141,7,-11,0.006,-6.001,2.595
142,0,13,6.423,-3.191,-3.088
142,1,-13,9.877,-3.305,-1.162
142,2,11,50.170,-1.585,2.251
142,3,-11,39.708,-1.952,-0.898
143,0,13,3.387,1.362,0.067
143,1,-13,7.765,-1.841,-1.572
143,2,13,15.679,1.877,0.048
143,3,-13,21.121,-1.250,3.138
143,4,11,0.132,3.421,2.658
143,5,-11,0.029,3.429,2.675
143,6,11,0.198,2.315,-1.718
143,7,-11,0.073,2.319,-1.745
144,0,11,63.283,1.762,1.912
144,1,-11,15.733,0.170,-1.333
144,2,11,45.201,1.032,2.842
144,3,-11,12.556,1.305,1.728
144,4,11,0.098,-2.361,-1.812
144,5,-11,0.068,-2.332,-1.805
144,6,11,0.323,-1.814,-0.912
144,7,-11,0.317,-1.813,-0.913
144,8,11,1.345,3.109,-2.774
144,9,11,0.310,2.835,-2.453
144,10,-11,0.025,2.819,-2.480
145,0,13,13.975,-1.052,2.688
145,1,-13,5.921,-3.125,1.569
145,2,-11,43.870,-2.667,-1.771
145,3,11,29.132,-1.043,-1.113
146,0,-13,47.870,0.801,1.383
146,1,13,27.023,-0.706,-1.264
146,2,-11,15.764,1.062,-0.943
146,3,11,9.055,-0.536,0.752
146,4,11,0.013,-10.097,-1.562
146,5,-11,0.026,-9.967,-1.633
147,0,13,11.687,0.725,2.150
147,1,-13,11.873,-0.632,-0.145
147,2,-11,34.500,-0.588,-0.184
147,3,11,59.400,-0.303,2.722
147,4,11,0.144,-1.209,1.349
147,5,-11,0.058,-1.197,1.327
147,6,11,0.095,-1.679,-0.440
147,7,-11,0.041,-1.748,-0.501
147,8,11,0.351,5.597,0.555
147,9,-11,0.709,5.596,0.553
147,10,11,0.004,1.946,2.603
147,11,-11,0.096,1.826,2.550
148,0,13,21.861,-0.042,-2.545
148,1,-13,8.728,-1.505,1.287
148,2,13,39.891,0.006,2.797
148,3,-13,51.710,-1.229,-1.847
148,4,-11,0.272,-2.172,-0.137
148,5,11,0.341,-0.687,-2.374
148,6,-11,0.948,-1.389,1.779
148,7,11,0.124,2.560,-2.841
148,8,-11,0.246,2.568,-2.836
149,0,13,22.566,1.361,-2.407
149,1,-13,6.247,1.751,0.642
149,2,-11,47.236,0.857,0.904
149,3,11,39.731,1.142,-2.185
149,4,13,0.059,-3.250,-2.103
149,5,-13,0.371,-2.920,1.845
150,0,-13,36.093,1.406,-1.927
150,1,13,53.926,0.773,1.355
150,2,13,23.022,0.209,2.403
150,3,-13,2.458,2.514,-1.752
150,4,-13,0.914,-1.459,1.601
150,5,11,0.110,-2.956,0.934
150,6,-11,0.071,-2.948,0.927
150,7,11,0.032,3.960,0.234
150,8,-11,0.025,3.948,0.423
150,9,11,0.048,3.913,0.252
150,10,-11,0.007,4.891,1.551
150,11,11,0.429,1.527,0.230
150,12,-11,0.195,1.541,0.239
151,0,13,27.399,0.906,-1.847
151,1,-13,23.433,0.436,-1.017
151,2,-13,61.877,1.175,-0.837
151,3,13,24.767,1.755,1.621
151,4,11,0.178,4.883,2.747
151,5,-11,0.158,4.890,2.753
151,6,11,7.468,3.362,0.380
151,7,11,2.997,2.857,0.272
152,0,-11,36.574,2.557,0.089
152,1,11,50.145,2.094,-3.045
152,2,13,13.212,2.486,0.342
152,3,-13,5.523,0.117,2.101
153,0,11,57.677,1.102,1.524
153,1,-11,123.675,1.188,0.415
153,2,13,21.120,0.714,0.113
153,3,-13,30.371,1.536,0.814
153,4,11,0.065,2.599,2.952
153,5,-11,0.074,2.727,2.821
153,6,11,0.020,0.697,-2.084
153,7,-11,0.153,0.731,-1.629
154,0,13,24.308,-2.481,-2.213
154,1,-13,47.187,-0.876,0.554
154,2,13,16.503,-2.581,-1.544
154,3,-13,8.534,-1.711,1.422
154,4,11,0.005,-2.629,-2.614
154,5,-11,0.071,-2.349,-2.074
154,6,11,0.079,-0.403,0.760
154,7,-11,0.494,-0.481,0.738
154,8,11,0.049,-0.017,1.895
154,9,-11,0.174,0.419,2.341
155,0,11,38.700,1.110,-2.788
155,1,-11,30.041,2.647,0.693
155,2,11,25.675,1.466,-0.417
155,3,-11,8.445,1.763,2.280
155,4,11,0.032,-4.090,-0.341
155,5,-11,0.028,-4.061,-0.325
156,0,11,48.303,0.443,-2.192
156,1,-11,13.667,-0.730,0.578
156,2,11,110.528,0.427,-2.316
156,3,-11,7.392,0.081,-2.658
156,4,11,0.125,-4.208,0.840
156,5,-11,0.139,-4.238,0.818
156,6,11,0.108,-2.584,0.872
156,7,-11,0.036,-2.624,0.893
156,8,11,0.188,-2.759,1.381
156,9,-11,1.017,-2.754,1.388
156,10,11,0.050,2.261,3.097
156,11,-11,0.043,2.750,-1.562
156,12,11,0.140,-0.264,-1.594
157,0,13,7.551,-0.181,0.051
157,1,-13,22.144,-0.273,0.965
157,2,11,39.911,1.338,0.120
157,3,-11,83.697,-0.124,0.085
157,4,11,0.395,3.546,-0.783
157,5,-11,0.853,3.551,-0.798
157,6,11,0.193,0.732,-1.128
157,7,-11,0.019,0.702,-1.143
157,8,11,0.333,-2.750,2.859
157,9,-11,0.008,-2.242,2.183
158,0,13,15.178,-1.627,-1.613
158,1,-13,8.758,-1.088,0.321
158,2,13,45.694,-1.286,-2.518
158,3,-13,43.831,-0.533,1.273
159,0,13,27.038,-0.423,-1.914
159,1,-13,29.956,-0.091,0.545
159,2,-11,52.307,-0.919,2.573
159,3,11,7.383,-1.656,0.202
160,0,11,38.545,0.068,0.818
160,1,-11,16.660,1.321,-2.113
160,2,-13,26.603,-0.448,-1.578
160,3,13,27.051,0.525,-0.981
160,4,11,0.026,-4.461,-1.167
160,5,-11,0.003,-4.636,-1.280
160,6,11,0.076,1.923,-1.457
160,7,-11,0.043,1.867,-1.480
160,8,11,0.033,6.774,1.928
160,9,-11,0.145,7.316,2.867
160,10,11,0.239,-0.363,1.010
160,11,-11,0.006,-0.599,0.926
161,0,13,12.419,1.635,-0.399
161,1,-13,14.929,1.968,3.022
161,2,-11,53.469,2.258,2.319
161,3,11,44.987,2.160,-0.201
161,4,11,0.024,-1.488,-2.279
161,5,-11,0.011,-1.537,-2.371
162,0,-11,16.298,1.904,2.279
162,1,11,9.294,0.444,0.839
162,2,11,44.150,1.625,-3.037
162,3,-11,42.532,0.867,-0.393
162,4,11,0.541,0.604,-1.734
162,5,-11,0.129,0.488,-1.723
162,6,11,0.020,-0.757,-2.015
162,7,-11,0.031,-0.022,0.319
162,8,11,0.118,5.405,-0.004
162,9,-11,0.120,5.560,0.284
162,10,11,0.033,-4.628,-0.551
162,11,-11,0.121,-4.664,-0.606
163,0,11,16.647,0.661,-0.023
163,1,-11,13.545,1.359,-2.133
163,2,13,28.455,2.058,-1.644
163,3,-13,48.048,0.757,1.646
163,4,11,0.353,-3.297,-1.612
163,5,-11,0.018,-3.277,-1.625
163,6,11,0.105,2.909,2.017
163,7,-11,0.038,2.924,2.037
164,0,11,7.997,-2.715,-1.274
164,1,-11,9.565,-1.806,2.400
164,2,11,12.891,0.178,-0.450
164,3,-11,91.700,-1.350,2.680
164,4,11,0.205,4.039,-0.777
164,5,-11,0.025,4.057,-0.776
165,0,13,16.796,-0.160,0.227
165,1,-13,4.839,-1.542,-2.883
165,2,11,30.531,-0.570,-1.097
165,3,-11,27.743,1.515,1.589
165,4,-11,0.652,3.350,2.350
165,5,13,0.209,3.733,-1.872
165,6,11,0.208,1.593,2.339
165,7,-11,0.039,1.602,2.353
165,8,11,0.014,2.033,-1.260
165,9,-11,0.112,1.981,-1.279
165,10,11,0.069,4.468,2.050
165,11,-11,0.048,4.467,2.050
166,0,11,24.318,1.889,-1.664
166,1,-11,23.849,2.447,1.721
166,2,11,39.787,2.515,1.336
166,3,-11,18.544,3.424,-0.819
166,4,-11,0.219,2.160,-0.114
167,0,13,48.756,-1.719,-1.004
167,1,-13,6.344,0.122,-1.499
167,2,-11,42.800,-1.655,-2.442
167,3,11,81.757,-1.474,-0.913
168,0,11,21.956,0.935,3.050
168,1,-11,13.639,0.369,-0.261
168,2,-11,27.075,0.160,1.394
168,3,11,49.122,1.450,-2.051
169,0,-11,21.333,2.129,1.883
169,1,11,47.109,0.334,-1.553
169,2,11,16.653,0.641,-1.264
169,3,-11,16.018,0.527,2.149
169,4,11,0.173,1.379,3.079
169,5,-11,1.447,1.406,3.070
169,6,11,0.056,-0.225,2.587
169,7,-11,0.014,-0.220,2.531
170,0,13,47.724,-1.723,1.195
170,1,-13,31.251,-0.612,-2.054
170,2,11,8.984,-1.839,0.371
170,3,-11,23.900,-1.253,-1.759
170,4,11,0.127,5.889,-2.005
170,5,-11,0.035,6.504,-1.252
170,6,13,0.492,-4.362,-1.025
171,0,13,86.649,-0.828,2.055
171,1,-13,22.098,-1.954,-2.145
171,2,-13,10.107,-0.628,-0.059
171,3,13,10.834,-0.886,-2.200
172,0,13,34.411,-0.307,1.038
172,1,-13,46.543,0.832,-2.494
172,2,-11,7.519,0.923,-2.297
172,3,11,17.946,1.093,0.082
172,4,11,2.650,-2.737,2.848
172,5,11,0.013,-0.107,0.169
172,6,-11,0.002,-0.605,0.133
173,0,11,10.037,-3.291,-2.316
173,1,-11,12.540,-3.174,0.631
173,2,13,40.556,-1.682,1.637
173,3,-13,41.387,-2.651,-1.669
173,4,11,0.069,2.976,-1.520
173,5,-11,0.777,2.973,-1.522
173,6,11,0.401,-4.655,2.305
174,0,13,18.552,-3.404,-2.989
174,1,-13,84.547,-2.166,1.046
174,2,11,19.211,-2.069,0.646
174,3,-11,34.532,-1.841,1.695
174,4,11,0.543,0.510,-2.738
174,5,11,0.425,-3.882,1.678
174,6,-11,0.112,-3.916,1.687
174,7,11,0.236,-1.474,-2.978
175,0,-11,10.466,2.256,-2.714
175,1,11,5.205,3.880,-1.500
175,2,13,38.186,1.665,-1.782
175,3,-13,47.437,2.640,1.526
175,4,11,0.012,-0.571,0.194
175,5,-11,0.038,0.013,-0.097
175,6,11,0.070,1.764,-1.795
175,7,-11,0.019,1.776,-1.839
175,8,-13,0.196,0.558,-0.104
176,0,13,15.167,-0.706,1.868
176,1,-13,25.308,0.621,2.668
176,2,-11,4.691,-2.792,2.094
176,3,11,58.512,0.664,1.999
176,4,11,0.048,0.166,2.929
176,5,-11,0.127,0.135,2.941
176,6,11,0.251,5.751,2.491
176,7,-11,0.057,5.761,2.504
177,0,-13,142.239,-0.377,-1.548
177,1,13,10.065,-1.949,0.476
177,2,-11,35.543,-0.206,-1.944
177,3,11,3.929,-1.694,0.494
178,0,-13,20.601,-2.181,1.940
178,1,13,5.992,-6.342,-2.252
178,2,-13,20.081,-3.656,-0.307
178,3,13,6.894,-2.312,0.146
179,0,11,23.064,-1.212,-1.177
179,1,-11,24.900,-2.295,-0.993
179,2,13,34.759,-2.142,2.252
179,3,-13,18.752,-3.249,1.851
180,0,11,53.944,-2.642,1.199
180,1,-11,31.578,-1.301,-0.911
180,2,-11,29.169,-2.254,0.638
180,3,11,8.293,-1.885,-0.549
180,4,11,0.050,0.164,-2.902
180,5,-11,0.087,0.160,-2.878
180,6,11,0.547,-0.841,-1.184
180,7,-11,0.078,-1.158,-1.445
181,0,-11,27.178,-2.798,1.949
181,1,11,56.247,-2.068,0.371
181,2,13,22.586,-3.028,2.793
181,3,-13,18.836,-2.704,2.193
181,4,13,0.405,5.371,0.658
182,0,13,14.363,0.636,2.234
182,1,-13,13.551,0.662,1.085
182,2,11,11.318,2.749,1.431
182,3,-11,26.055,-0.477,-1.475
183,0,13,14.534,1.357,-2.388
183,1,-13,13.568,2.156,-0.205
183,2,13,47.971,2.218,0.550
183,3,-13,23.628,0.556,-2.863
183,4,11,0.358,-0.212,-0.853
183,5,-11,0.327,0.260,-0.677
183,6,-13,0.026,3.770,1.824
183,7,11,0.245,-0.030,-1.842
183,8,-11,0.039,-0.003,-1.915
183,9,-13,0.407,-1.947,0.819
183,10,11,0.491,3.453,2.767
184,0,13,48.638,0.554,-2.772
184,1,-13,12.985,-0.684,-1.648
184,2,13,9.215,1.740,2.739
184,3,-13,17.135,-1.304,0.563
184,4,-11,3.358,-0.076,-2.779
185,0,13,41.215,1.800,-2.440
185,1,-13,52.207,1.469,1.309
185,2,-13,13.690,1.334,-0.738
185,3,13,13.447,0.603,2.588
185,4,11,0.740,-2.754,-1.601
185,5,13,0.394,3.855,2.492
186,0,11,56.173,2.587,2.020
186,1,-11,38.369,1.751,-2.114
186,2,11,12.840,2.789,-2.721
186,3,-11,7.703,4.039,2.049
186,4,11,0.068,2.853,-0.181
186,5,-11,0.038,2.807,-0.207
187,0,13,16.217,0.439,0.726
187,1,-13,11.779,1.420,-2.328
187,2,11,48.446,0.213,-0.960
187,3,-11,41.820,0.443,2.494
187,4,11,0.038,0.727,1.837
187,5,-11,0.003,0.399,0.158
187,6,13,1.050,3.766,-1.149
187,7,-13,0.390,3.680,-1.191
188,0,-11,49.858,-0.695,-2.817
188,1,11,38.525,-0.557,0.561
188,2,-11,24.701,-0.654,-0.763
188,3,11,5.628,-1.251,1.487
189,0,13,12.573,-0.512,1.093
189,1,-13,13.855,0.529,-2.131
189,2,-11,30.574,0.266,-2.184
189,3,11,73.621,0.368,1.593
189,4,11,0.428,-3.076,-0.725
189,5,-11,0.073,-3.084,-0.741
189,6,11,0.056,-0.393,-0.140
189,7,-11,0.040,-0.425,-0.189
190,0,-13,27.854,-2.946,-2.073
190,1,13,10.462,-0.272,-0.087
190,2,-11,10.504,-0.606,2.258
190,3,11,24.762,-1.075,0.978
191,0,-13,17.704,0.867,-0.619
191,1,13,35.590,0.187,-1.934
191,2,-11,58.886,0.207,0.425
191,3,11,13.872,-0.994,0.840
192,0,13,32.147,1.618,-0.323
192,1,-13,22.752,1.918,2.778
192,2,13,47.593,2.154,2.574
192,3,-13,20.128,1.570,-0.454
192,4,-11,0.360,-1.332,0.167
192,5,11,0.037,-4.650,1.000
192,6,-11,0.668,-4.653,1.066
193,0,13,126.268,-1.671,2.815
193,1,-13,13.279,-0.774,-0.390
193,2,13,60.664,-1.214,2.883
193,3,-13,3.260,-0.677,0.668
193,4,13,1.088,1.968,0.419
193,5,11,0.340,-3.540,0.732
193,6,-11,0.293,-3.540,0.735
193,7,11,0.021,5.666,0.679
193,8,-11,0.668,5.663,0.597
193,9,-11,1.390,1.536,-2.462
193,10,11,0.061,0.665,0.504
193,11,-11,0.050,0.608,0.372
194,0,-11,35.332,-0.324,2.356
194,1,11,46.241,0.085,-0.824
194,2,-11,10.385,0.936,-1.761
194,3,11,19.572,-0.396,1.666
194,4,11,0.485,5.363,-0.275
194,5,-11,0.214,5.440,-0.216
194,6,11,0.218,-0.848,-1.592
194,7,-11,0.134,-0.735,-1.552
194,8,11,0.162,-1.621,-3.106
194,9,-11,0.083,-1.628,3.111
195,0,11,9.577,-2.494,1.266
195,1,-11,35.990,-1.323,-3.027
195,2,13,27.145,-1.880,2.026
195,3,-13,45.299,-1.920,-0.564
196,0,13,27.207,-0.026,-3.117
196,1,-13,44.067,0.331,0.518
196,2,-13,10.419,-2.133,-1.261
196,3,13,11.944,-0.700,1.750
196,4,11,0.099,0.785,-2.220
196,5,-11,0.099,0.796,-2.251
197,0,13,19.805,-2.078,2.250
197,1,-13,3.617,-1.552,-0.427
197,2,11,19.372,-2.460,-1.508
197,3,-11,11.430,0.855,0.105
198,0,11,26.936,-1.662,2.843
198,1,-11,9.246,-2.012,-1.207
198,2,-11,61.002,-1.924,0.894
198,3,11,22.183,-2.917,-2.748
198,4,11,0.135,-3.896,-2.426
198,5,-11,0.091,-4.203,3.078
198,6,11,0.016,-6.448,-2.817
198,7,-11,0.062,-6.450,-2.494
199,0,-11,8.279,1.740,0.236
199,1,11,16.300,2.591,0.739
199,2,11,12.550,4.570,-2.945
199,3,-11,10.155,0.331,1.439
199,4,11,0.225,2.059,-0.014
199,5,-11,0.029,1.576,0.313
199,6,11,0.288,-5.481,-0.886
199,7,-11,0.171,-5.294,-0.949
199,8,11,1.164,2.342,-0.111
199,9,-13,0.416,2.331,0.197
200,0,13,50.768,0.493,-1.786
200,1,-13,40.403,0.222,1.325
200,2,-11,20.688,0.351,0.463
200,3,11,13.025,0.357,-2.347
200,4,11,0.045,-3.494,0.431
200,5,-11,0.359,-3.107,0.227
201,0,-11,8.184,0.832,1.819
201,1,11,11.163,-0.261,-1.819
201,2,-11,61.113,0.999,0.989
201,3,11,32.417,0.206,-3.043
201,4,13,0.310,3.302,-1.470
201,5,11,0.044,-1.547,-2.400
201,6,-11,0.492,-1.547,-2.388
201,7,11,0.030,6.367,-2.097
201,8,-11,0.222,6.381,-2.070
202,0,-11,31.696,-0.259,-0.149
202,1,11,40.780,1.346,-2.417
202,2,13,25.331,0.936,-1.692
202,3,-13,10.264,0.537,1.542
203,0,13,18.516,-0.697,0.155
203,1,-13,4.622,-1.855,-0.432
203,2,13,44.980,-0.063,-0.403
203,3,-13,57.473,0.279,1.724
203,4,11,0.129,5.133,-1.730
203,5,-11,0.133,5.137,-1.727
203,6,13,0.701,-1.224,-1.013
204,0,-11,33.918,0.707,2.958
204,1,11,55.984,1.249,-0.291
204,2,-13,30.205,0.774,-0.193
204,3,13,10.798,0.800,-2.066
205,0,11,40.724,-0.100,-1.862
205,1,-11,14.519,-0.189,-0.828
205,2,11,55.581,0.158,-2.401
205,3,-11,268.995,0.168,-1.640
205,4,11,0.038,0.332,0.857
205,5,-11,0.159,0.347,0.839
205,6,11,0.470,-3.025,0.094
205,7,-11,0.298,-2.929,0.058
206,0,11,17.238,1.438,-0.769
